Date,Car,Year,Price,Mileage,Location,URL
05/03/21,Mazda MX-5 Miata Grand Touring,2014,"$19,395","22,733 mi.","Glendale Heights, IL(13 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845599722/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2016,"$22,995","42,952 mi.","Roselle, IL(9 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845539093/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Sport,2008,"$15,950","42,951 mi.","Addison, IL(11 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845449450/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Sport,2017,"$21,930","36,402 mi.","Bensenville, IL(10 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845429732/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Grand Touring,2013,"$19,920","41,402 mi.","Naperville, IL(24 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845381647/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata SE,2003,"$13,986","43,261 mi.","St Charles, IL(20 mi. from 60004)",https://www.cars.com/vehicledetail/detail/845362530/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata,2006,"$15,880","31,414 mi.","Burr Ridge, IL(20 mi. from 60004)",https://www.cars.com/vehicledetail/detail/844940849/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata RF Club,2019,"$31,287","12,125 mi.","Bensenville, IL(10 mi. from 60004)",https://www.cars.com/vehicledetail/detail/844323735/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Touring,2007,"$16,187","38,453 mi.","Skokie, IL(14 mi. from 60004)",https://www.cars.com/vehicledetail/detail/844066677/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
05/03/21,Mazda MX-5 Miata Club,2019,"$28,987","10,944 mi.","Barrington, IL(8 mi. from 60004)",https://www.cars.com/vehicledetail/detail/843835125/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
