Date,Car,Year,Price,Mileage,Location,URL
01/10/21,Lexus GS 350 F SPORT Sedan 4D,2020,"$47,990","5,207 mi.","Milwaukee - Oak Creek, IL",https://www.carvana.com/search/2000798113?utm_source=autotempest&utm_medium=referral&utm_content=vdp&utm_campaign=referral
01/10/21,Lexus GS GS GS 350 F SPORT Sedan 4D ABS (4-Wheel) Air...,2020,"$47,990",N/A,"Tempe, AZ, USA(1435 mi. from 60004)",https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5336658105&customid=&lgeo=1&vectorid=229466&item=203243147503
01/10/21,Lexus GS 350 GS350 F-SPORT CARFAX CERT LOADED PEARL...,2014,"$21,890",N/A,"Plant City, FL, USA(1030 mi. from 60004)",https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5336658105&customid=&lgeo=1&vectorid=229466&item=233851824166
01/10/21,Lexus GS 350 F Sport 22460 Miles Caviar 4D Sedan ...,2018,"$38,751",N/A,"Carrollton, TX, USA(800 mi. from 60004)",https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5336658105&customid=&lgeo=1&vectorid=229466&item=373403774317
01/10/21,Lexus GS 350 F Sport 18656 Miles Caviar 4D Sedan 3.5L...,2018,"$33,638",N/A,"Fort Lauderdale, FL, USA(1195 mi. from 60004)",https://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10044&campid=5336658105&customid=&lgeo=1&vectorid=229466&item=224287182622
01/10/21,Lexus GS 350 F Sport,2018,"$37,595","27,440 mi.","Des Plaines, IL(6 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834238653/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/10/21,Lexus GS 350 F Sport,2018,"$37,495","24,043 mi.","Des Plaines, IL(6 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834238643/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/10/21,Lexus GS 350 F Sport,2017,"$29,895","71,386 mi.","Des Plaines, IL(6 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834238625/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/10/21,Lexus GS 350 F Sport,2017,"$37,695","25,540 mi.","Des Plaines, IL(6 mi. from 60004)",https://www.cars.com/vehicledetail/detail/834238657/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/10/21,Lexus GS 350 F Sport,2018,"$38,995","39,367 mi.","Glenview, IL(9 mi. from 60004)",https://www.cars.com/vehicledetail/detail/833587669/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
01/10/21,Lexus GS 350 F Sport,2018,"$39,995","34,033 mi.","Schaumburg, IL(7 mi. from 60004)",https://www.cars.com/vehicledetail/detail/833162103/overview/?aff=atempest&cmp=atempest&utm_source=AutoTempest&utm_medium=TRP&utm_campaign=atempest
